"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230"
"84",1,0,0,2,0,8,0,0,3,2,3,0,0,0,0,0,0,1,0,0,0,3,0,3,0,2,5,0,0,0,0,7,0,4,0,1,0,0,1,0,4,0,1,0,1,6,6,0,0,8,0,4,0,0,0,0,0,0,7,0,0,1,7,0,1,4,1,0,0,0,1,0,0,0,3,7,0,15,0,1,0,2,0,0,0,4,13,6,0,2,0,0,0,0,17,19,8,0,1,0,4,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,3,0,0,2,0,7,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,1,0,3,1,0,0,0,3,0,0,0,2,1,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,5,3,4,4,6,11,2,6,0,0,0,0,4,0,0,0,0,2,0
"85",0.5,0,0,5,0,6,0,0,3,3,1,0,2,0,0,5,0,1,0,1,0,0,0,0,0,3,1,1,0,1,0,5,0,2,0,5,0,0,0,1,9,0,1,0,2,2,1,0,0,2,2,1,1,0,0,2,1,0,3,0,3,3,5,0,0,1,0,0,0,1,2,0,0,0,1,4,0,17,1,0,0,4,0,0,5,6,18,5,0,2,0,0,0,0,19,9,10,0,0,0,3,7,1,0,0,2,3,3,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,8,1,0,4,2,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,2,0,2,2,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,0,0,1,1,3,2,5,6,7,4,0,3,0,0,0,0,0,0,1,0,0,0,0
"86",1,0.25,0,0,0,9,0,0,0,0,2,0,0,0,0,6,0,1,1,8,0,1,0,1,0,2,1,0,0,2,0,1,0,3,0,2,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,2,2,3,0,0,0,2,0,0,0,0,7,0,5,0,1,0,0,0,0,1,3,4,5,0,2,0,0,0,1,18,4,22,0,0,1,3,7,2,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,11,0,0,2,5,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,5,2,5,6,5,6,1,0,0,0,0,0,0,0,2,0,0,0,0
"87",1,0.25,0,0,0,3,0,0,1,0,4,0,0,0,0,4,0,0,0,1,0,0,0,7,0,2,0,0,0,4,0,2,0,2,0,1,0,0,0,4,6,0,0,0,2,0,3,0,0,1,0,1,0,0,1,0,4,0,3,0,1,1,4,1,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,1,0,1,0,0,1,9,9,8,0,1,0,0,0,4,5,12,6,0,0,0,4,9,1,0,0,0,10,5,17,12,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,2,0,0,1,7,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,3,0,3,0,2,0,0,2,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,5,0,5,5,5,11,0,6,0,0,0,0,5,0,13,0,1,2,0
"88",0,0.5,0,0,0,14,0,0,4,0,2,0,4,0,0,2,0,2,0,0,0,2,0,3,0,1,3,0,0,3,0,1,0,1,0,4,1,0,1,0,6,0,1,0,0,1,3,0,1,5,1,3,0,1,0,0,0,0,5,0,2,4,6,2,4,1,2,0,0,0,10,1,0,0,4,4,0,22,0,3,0,4,0,0,3,9,9,6,0,1,0,0,0,0,29,14,14,0,0,0,4,5,2,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,1,0,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,2,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,12,2,3,7,1,0,2,0,0,0,0,0,0,5,0,0,0,0
"89",0.5,0,0,3,0,17,0,0,0,0,3,0,1,2,0,2,0,0,1,0,0,0,0,2,0,2,2,0,0,2,0,1,0,0,0,3,0,0,0,0,8,0,3,0,0,0,4,0,0,0,0,5,1,0,0,3,1,0,6,0,2,0,4,0,3,2,1,1,0,0,4,0,0,0,1,3,0,16,0,0,0,4,0,0,2,11,9,9,2,0,0,0,0,3,12,5,16,0,1,1,1,5,3,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,13,2,0,4,3,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,3,0,0,0,0,1,0,0,3,0,1,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,3,4,9,5,13,5,11,3,0,0,0,0,0,0,6,1,0,0,0
"90",0,0.5,0,1,0,4,0,0,1,0,2,0,1,1,3,0,0,0,2,2,0,0,0,5,0,2,2,1,0,0,0,1,0,3,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,4,1,2,7,0,0,0,0,3,5,0,0,0,1,0,9,0,1,0,4,0,0,0,8,8,5,0,0,0,0,0,3,14,5,11,0,0,0,2,6,1,0,1,0,6,5,0,5,0,0,0,1,0,0,0,0,3,1,0,0,0,5,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,0,0,1,2,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3,2,6,0,6,6,6,3,1,0,0,0,0,0,0,1,5,0,0,0,0
"91",0,0.5,0,0,0,8,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,2,3,6,0,1,0,0,0,0,7,0,1,0,6,3,1,0,0,0,0,1,0,2,1,0,0,0,9,0,1,0,17,1,2,8,1,0,1,0,4,0,0,0,0,5,0,12,0,1,0,5,0,0,1,9,4,5,0,4,0,0,0,5,13,13,8,0,1,2,3,3,0,0,0,0,8,6,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,5,0,0,3,1,3,2,5,7,5,0,0,1,0,0,0,0,0,0,3,0,0,0,0
"92",0.5,0.5,1,1,0,8,0,0,5,1,3,0,5,0,0,0,0,1,1,0,0,1,0,11,0,0,3,0,0,0,0,4,1,2,0,3,0,0,3,1,1,0,1,0,0,0,1,0,0,7,2,3,0,1,0,0,0,0,5,0,3,4,5,0,2,7,3,0,0,0,5,8,1,0,3,1,1,28,1,2,0,10,0,0,5,7,16,2,0,3,0,0,0,0,34,25,7,0,7,0,3,3,4,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,9,1,0,10,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,8,2,8,9,2,5,5,6,2,3,0,0,0,0,0,1,8,0,0,2,0
"93",0,0.5,0,1,0,8,0,0,0,0,2,0,0,0,1,6,0,0,3,4,0,0,0,1,0,1,2,0,0,2,0,0,1,2,0,2,1,0,1,0,7,0,1,0,4,0,2,0,0,0,0,3,0,1,0,0,0,0,3,0,7,0,7,0,6,1,0,0,0,0,3,0,0,0,0,3,0,4,0,2,0,3,0,0,0,2,2,4,0,1,0,0,0,2,15,6,8,0,0,3,6,6,2,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,5,0,6,0,3,6,3,6,1,2,0,0,0,0,0,0,2,0,0,0,0
"94",1,1,0,2,0,6,0,0,7,1,2,0,6,0,0,0,0,3,3,0,0,4,0,1,0,0,4,1,0,2,0,6,2,4,0,3,1,0,0,2,3,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,2,0,3,10,1,0,0,0,2,0,0,0,1,2,0,21,0,2,0,7,0,0,9,11,10,7,0,4,0,0,0,0,33,26,10,0,9,1,6,13,0,0,1,1,5,3,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,0,0,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,5,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,1,0,1,1,0,0,0,12,4,11,13,5,7,4,3,5,4,0,0,0,0,2,0,8,0,0,1,0
"95",0.25,0.25,1,0,0,9,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,3,1,0,0,2,0,2,1,0,0,4,0,1,0,0,9,0,3,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,3,0,5,0,2,1,2,1,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,1,5,5,3,0,3,0,0,0,3,8,11,14,0,0,0,1,7,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,1,4,1,0,0,0,9,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,3,3,2,6,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0
"96",0.25,0.25,0,4,0,15,0,0,4,2,3,0,3,0,2,6,0,1,1,0,0,1,0,0,0,1,3,0,0,1,0,4,0,3,0,11,0,0,1,3,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,3,0,3,6,2,0,0,0,6,0,0,0,10,6,0,19,1,1,0,1,0,0,3,8,10,8,0,3,0,0,0,0,20,22,14,0,2,2,6,7,0,0,1,6,2,4,2,0,1,0,0,1,0,0,0,0,2,0,0,1,0,9,2,0,2,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,1,0,0,6,4,6,5,6,5,6,5,1,1,0,0,0,0,0,0,5,0,0,0,0
"97",1,0,1,2,0,4,0,0,4,2,2,0,0,0,0,7,0,2,0,0,0,4,0,14,0,0,5,2,0,1,0,1,0,3,0,3,0,0,0,3,8,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,1,0,0,6,0,0,0,0,3,0,0,0,4,2,0,19,0,1,0,3,0,0,2,3,13,5,0,4,0,0,0,0,23,19,18,0,1,2,8,9,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,10,2,0,8,15,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,3,5,2,6,5,8,0,6,0,0,0,0,0,5,0,2,0,0,0,0
"98",0,0.5,0,0,0,5,0,0,4,3,2,0,1,1,0,4,0,1,1,0,0,1,0,14,0,0,3,0,0,0,0,1,0,1,0,4,0,0,0,2,11,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,10,0,1,4,2,0,4,1,0,0,1,0,4,0,0,0,0,1,0,17,0,1,0,2,0,0,1,0,10,6,0,0,0,0,0,2,23,19,15,0,1,1,2,3,0,0,0,0,9,8,1,1,8,0,1,2,0,0,0,0,1,2,0,1,0,7,1,0,6,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,2,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,1,3,0,0,0,0,1,0,0,0,2,0,0,8,4,6,5,6,5,8,2,5,1,0,0,0,0,0,0,7,1,0,0,0
"99",0,0.25,2,0,0,1,0,0,3,0,6,0,1,0,1,2,0,0,4,1,0,3,0,1,0,6,4,0,0,1,0,2,0,3,0,0,0,0,0,1,12,0,1,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,7,0,0,1,4,0,0,3,1,0,0,0,1,0,0,0,4,2,0,5,0,1,0,2,0,0,4,3,3,5,0,2,0,0,0,1,16,13,11,0,3,1,5,13,0,0,0,0,9,1,2,0,0,0,1,2,0,0,0,1,2,2,0,0,0,5,0,1,6,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,5,6,4,6,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"100",0,0,0,5,0,15,0,0,4,4,3,1,0,0,2,2,0,0,1,0,0,4,1,1,0,2,3,0,0,1,0,4,0,0,0,1,0,0,0,1,4,0,0,0,0,0,4,0,0,1,0,5,0,0,1,0,0,0,7,0,4,2,2,0,3,9,0,1,0,0,4,0,0,0,8,4,0,18,0,0,0,3,0,0,4,2,10,4,0,3,0,0,1,2,20,23,19,0,1,1,2,1,0,0,2,2,0,5,1,0,0,0,0,1,0,0,0,0,4,2,0,0,0,16,2,0,8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,1,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,4,3,3,7,5,7,2,10,0,0,0,0,0,8,0,2,0,0,0,0
"101",0,0,0,1,0,6,0,0,1,1,4,0,4,0,2,0,0,2,2,0,0,3,0,0,0,2,4,0,0,0,0,5,0,2,0,1,0,0,0,1,7,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,6,0,1,0,9,0,2,8,0,0,0,0,2,0,0,0,2,1,0,6,0,2,0,11,0,0,4,4,4,7,1,2,0,0,0,2,14,10,13,0,4,1,2,3,0,0,0,0,1,5,1,1,8,0,0,1,0,0,0,1,4,0,0,1,0,4,2,0,1,8,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,3,4,7,7,9,4,5,1,0,0,0,0,0,1,6,0,0,0,0
"102",0,0,0,1,0,15,0,0,0,1,5,0,0,1,0,0,0,0,1,0,0,0,0,8,0,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,7,0,13,1,5,0,2,1,1,0,0,0,3,0,0,0,0,4,0,3,0,0,0,6,0,0,2,6,8,5,0,1,0,0,0,2,18,15,15,0,0,0,3,6,0,0,0,0,1,5,3,0,0,0,0,1,0,0,0,0,2,1,0,0,0,18,0,0,4,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,1,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,6,8,4,1,4,0,0,0,0,0,1,11,0,0,0,0
"103",0,1,1,0,0,9,0,0,4,1,3,0,1,0,0,5,0,1,4,0,0,0,0,0,0,1,3,1,0,1,0,2,0,0,0,1,0,0,0,1,1,0,1,0,1,2,0,1,0,1,0,3,0,2,0,0,0,0,6,0,2,3,4,0,2,8,0,1,0,0,5,12,0,0,0,5,0,25,0,0,0,4,0,0,8,5,13,6,0,4,0,0,0,0,38,26,6,0,1,2,2,14,1,0,0,0,9,7,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,8,2,0,2,8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,3,4,6,0,0,1,0,0,0,1,0,0,0,3,1,0,0,2,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10,4,11,12,2,7,5,0,10,6,0,0,0,0,0,0,14,0,0,0,0
"104",0.25,0.5,1,2,0,10,0,0,7,2,2,2,0,0,0,2,0,0,0,1,0,3,0,3,0,3,3,0,0,0,0,5,0,0,0,3,0,0,0,1,1,0,1,0,1,5,3,0,0,0,0,0,1,0,0,0,1,0,8,0,4,2,2,0,14,1,1,1,1,0,3,0,0,0,3,5,0,27,0,1,0,4,0,0,8,4,8,7,1,4,0,0,1,2,29,22,16,0,3,1,2,5,1,0,0,2,3,7,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,11,1,0,5,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,9,7,1,5,2,2,1,1,0,0,0,0,0,1,7,0,0,2,0
"105",0,0,0,1,0,8,0,0,2,0,4,0,0,0,0,6,0,1,1,1,0,3,0,4,0,4,3,0,0,1,0,10,0,1,0,5,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,2,2,7,0,3,10,0,0,0,0,3,0,0,0,0,8,0,5,0,2,0,1,0,0,3,0,15,6,0,2,0,0,0,2,27,22,7,0,2,1,7,13,0,0,0,0,8,5,1,0,0,0,0,5,0,0,0,2,2,1,0,0,3,9,0,0,6,8,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,4,0,0,0,0,1,0,0,1,2,1,4,4,0,4,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,4,0,3,0,0,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,3,3,2,10,5,7,7,3,5,0,0,0,0,0,0,18,0,0,1,0
"106",0.5,0,1,0,0,8,1,0,4,4,1,0,0,1,0,8,0,3,3,0,0,2,0,1,0,5,2,0,0,0,0,5,0,1,0,0,0,0,0,1,11,0,2,0,2,5,2,0,0,0,0,1,0,1,0,0,1,0,3,0,1,2,6,0,3,4,0,0,1,0,3,0,0,0,1,1,0,6,0,1,0,5,0,0,1,0,13,1,1,2,0,0,1,3,12,6,20,0,2,0,5,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,6,2,0,2,9,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,3,3,5,6,7,7,3,0,0,0,0,0,0,0,5,0,0,0,0
"107",0.25,0.25,0,6,0,8,0,0,2,0,1,0,2,0,0,5,0,0,4,1,0,0,0,5,0,1,4,0,0,0,0,3,0,1,0,6,1,0,1,0,4,0,1,0,0,4,1,0,0,0,0,6,0,0,1,1,1,0,6,0,9,1,7,0,1,4,1,0,0,0,4,8,0,0,0,3,0,17,0,2,0,9,0,0,1,8,8,9,0,2,0,0,0,2,14,19,6,0,1,3,1,8,1,0,1,1,5,4,0,0,1,0,0,1,3,0,0,1,0,1,0,2,0,11,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,5,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,5,4,4,6,7,8,16,4,0,0,0,0,0,0,7,0,0,0,0
"108",0,0,0,0,0,4,0,0,1,6,3,0,0,0,0,9,0,0,1,3,0,0,0,1,0,9,1,1,0,0,0,5,0,2,0,0,0,0,0,6,10,0,2,0,5,3,2,0,1,0,0,1,0,2,0,0,0,0,1,0,3,3,8,0,0,10,0,0,5,0,3,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,13,1,0,5,0,0,7,10,3,2,14,0,2,2,1,1,0,0,0,0,0,3,5,9,0,0,0,4,0,0,0,0,3,1,0,0,0,9,0,0,4,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,1,2,6,8,3,1,0,0,0,0,0,12,0,5,0,0,0,0
"109",0,0,1,1,0,9,0,0,0,0,2,0,0,1,2,10,0,0,0,0,0,5,1,2,0,4,1,0,0,0,0,3,0,1,0,2,1,1,0,0,12,0,2,0,3,4,2,0,0,0,0,3,0,1,0,0,2,0,7,0,5,1,15,0,5,6,0,0,4,0,5,0,0,0,2,7,0,1,0,3,0,3,0,0,2,3,3,0,0,0,0,0,3,6,3,9,11,0,0,0,10,12,0,0,0,0,1,1,3,23,21,0,0,3,0,0,0,1,2,3,0,0,0,13,0,0,7,8,0,1,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,2,0,2,0,2,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,1,7,3,4,2,2,0,0,0,0,0,0,2,0,0,0,0
"110",0,0,0,1,0,2,0,0,0,0,2,0,0,2,0,5,0,1,2,1,0,1,0,1,0,0,5,0,0,0,0,1,0,2,0,3,0,0,0,0,12,0,1,0,3,1,3,0,1,0,0,4,0,0,0,0,0,0,3,0,5,1,5,0,0,9,0,0,5,0,4,0,0,1,4,0,0,8,0,2,0,2,0,0,2,0,6,1,0,0,0,0,0,3,3,8,10,0,0,2,5,8,0,0,0,0,0,4,2,0,7,0,0,1,0,0,0,0,2,1,0,0,0,10,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,1,0,0,0,1,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,6,10,5,0,1,0,1,0,0,0,0,3,0,0,0,0
"111",0,0.5,0,4,0,6,0,0,3,1,1,0,0,0,1,0,0,2,1,2,0,0,0,1,0,2,3,0,0,0,0,3,0,3,0,0,0,0,0,1,12,0,1,0,1,3,4,0,0,0,0,1,0,1,0,0,1,0,6,0,4,0,1,0,8,3,0,0,1,0,4,0,0,0,2,3,0,18,0,1,0,2,0,0,0,1,6,3,0,1,0,0,0,3,14,17,10,0,1,1,0,5,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,1,0,3,0,0,0,5,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,5,4,3,6,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0
