"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230"
"56",0,1,0,0,0,9,0,0,8,6,3,0,1,0,0,1,0,1,0,0,0,4,0,3,0,0,3,0,0,0,0,3,0,4,0,2,0,0,1,3,9,0,4,0,0,4,0,0,0,8,0,1,0,0,0,0,0,0,7,0,2,2,3,0,1,3,0,0,0,0,4,0,0,0,1,3,0,23,0,2,0,4,0,0,4,3,15,11,0,2,0,0,0,0,38,15,15,0,3,0,6,9,0,0,0,5,20,7,3,0,0,0,0,5,0,0,0,0,3,1,0,1,0,17,1,0,4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,12,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,4,1,0,0,0,12,4,10,8,6,7,3,6,6,1,0,0,0,0,0,0,10,0,0,1,0
"57",0,1,0,2,0,10,0,0,2,0,1,0,3,0,2,2,0,1,4,1,0,2,0,1,0,0,3,0,0,0,0,4,0,1,0,1,0,0,0,1,24,0,2,0,1,2,1,0,0,0,1,3,0,0,1,0,0,0,4,0,3,1,5,0,1,4,0,0,0,0,5,2,1,0,0,3,0,23,0,1,0,1,0,0,1,9,6,8,0,1,0,0,0,1,17,14,10,0,0,3,2,4,2,0,0,0,8,2,4,0,0,0,0,7,0,0,0,0,2,1,0,0,0,25,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,8,2,10,5,3,6,2,4,0,2,0,0,0,0,0,0,12,0,0,0,0
"58",0,1,1,0,0,14,0,0,3,0,2,1,5,0,0,0,0,0,0,1,0,5,0,8,0,0,5,0,0,0,0,3,0,2,0,1,1,0,0,0,8,0,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,2,0,6,3,3,0,3,6,1,0,0,0,6,0,0,0,0,4,1,25,0,3,0,3,0,0,2,7,16,10,0,4,0,0,0,1,23,15,12,0,2,0,5,10,3,0,0,0,2,6,4,0,0,0,0,6,0,0,0,0,4,1,0,0,0,14,2,0,8,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,2,0,3,10,0,0,0,0,0,2,1,1,1,3,1,0,0,9,3,3,0,0,0,3,2,2,0,2,0,1,0,4,0,0,0,2,2,0,0,0,0,0,3,0,0,2,0,0,0,0,7,0,1,0,0,0,0,14,2,10,11,4,5,3,2,5,2,0,0,0,0,2,0,13,0,0,1,0
"59",0,0,0,1,0,6,0,0,0,0,1,0,1,0,0,8,0,2,1,1,0,1,0,2,0,3,4,1,0,0,0,1,0,2,1,1,0,0,0,0,4,0,3,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,2,2,0,2,5,1,0,1,0,1,0,0,0,0,1,0,14,0,0,0,2,0,0,1,5,2,3,0,4,0,0,0,3,6,5,11,0,0,2,5,3,0,0,0,0,11,2,5,0,0,0,0,6,0,0,0,2,0,1,0,0,0,11,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1,7,0,0,0,2,1,9,2,6,5,7,1,0,0,0,0,0,0,0,2,0,0,0,0
"60",0,0,2,0,0,14,0,0,3,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,3,3,0,0,1,0,4,0,4,0,3,0,0,0,2,11,0,4,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,5,0,12,1,6,0,2,4,1,0,0,0,4,0,0,0,6,5,0,19,0,1,0,5,0,0,0,3,9,6,0,1,0,0,0,0,17,15,12,0,2,0,3,3,0,0,0,1,2,4,7,0,2,0,0,3,0,0,0,1,0,0,0,0,0,7,0,0,4,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,8,4,7,4,3,0,1,0,0,0,0,4,0,3,0,0,2,0
"61",0,0,0,0,0,7,0,0,3,0,2,0,5,0,2,5,0,5,3,0,0,4,0,4,0,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,5,0,1,1,7,0,6,1,1,0,0,0,2,0,0,0,0,2,0,12,0,0,0,1,0,0,2,6,10,8,0,1,0,0,0,2,12,8,13,0,3,1,2,6,1,0,0,0,0,4,3,0,1,0,0,2,0,0,0,0,3,1,0,1,0,18,0,0,3,6,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,1,2,0,0,1,1,2,2,5,8,8,8,1,1,0,0,0,0,0,0,5,0,0,0,0
"62",0,0,1,1,0,15,0,0,9,11,2,0,8,0,0,3,0,1,0,1,0,0,0,2,1,1,5,1,0,0,0,4,0,0,1,1,0,0,2,0,1,0,2,0,0,5,1,0,0,3,2,2,0,0,0,5,0,0,2,0,7,6,4,0,8,5,1,2,0,0,4,0,0,0,0,2,0,16,0,0,0,12,0,0,8,3,20,13,0,6,0,0,1,0,19,11,14,0,8,1,6,5,5,0,2,2,2,5,5,0,0,0,0,3,0,0,0,0,1,1,0,0,0,11,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,0,0,1,3,0,0,0,0,0,1,0,0,1,0,2,0,1,0,1,2,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,1,2,11,2,6,7,11,3,1,0,0,0,0,0,0,7,0,0,0,0
"63",0.25,1,0,1,0,6,0,0,7,6,1,0,3,2,0,2,0,1,2,0,0,3,1,1,0,0,3,0,0,1,0,6,0,4,0,2,0,0,1,2,10,0,1,0,0,2,4,0,0,12,3,3,0,0,0,2,0,0,6,0,0,3,1,0,3,6,0,0,0,0,5,0,0,0,0,2,0,24,2,2,0,13,0,0,11,3,12,9,0,7,0,0,0,1,26,18,10,0,7,1,4,11,4,0,4,1,1,4,2,0,0,0,0,4,0,0,0,0,3,4,0,0,0,15,0,0,2,4,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,9,1,2,10,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,5,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,8,5,11,11,4,7,7,7,11,2,0,0,0,0,0,0,9,0,0,0,0
"64",0.25,1,0,0,0,2,1,0,0,0,1,0,1,0,0,9,0,0,3,0,0,0,0,1,0,5,3,0,0,1,0,7,0,1,0,0,0,0,1,0,2,0,2,0,3,2,2,0,0,0,0,4,0,1,0,6,0,0,4,0,0,3,0,0,5,4,1,0,1,4,4,0,0,0,0,3,0,13,0,0,0,2,0,0,2,6,7,10,0,2,0,0,0,1,23,11,10,0,1,0,10,9,3,0,0,0,2,10,1,0,1,0,0,8,0,0,0,1,5,1,0,0,1,10,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,1,0,0,0,0,1,0,0,2,1,1,5,1,0,1,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,4,0,1,0,6,0,0,5,4,8,7,2,6,2,2,0,2,0,0,0,0,0,0,5,0,0,0,0
"65",0.25,1,0,0,0,13,0,0,0,0,2,0,0,0,0,7,0,0,2,0,0,3,0,6,0,1,2,1,0,0,0,2,0,0,0,1,0,1,0,0,15,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,6,0,7,2,0,0,0,0,1,0,0,0,0,8,0,10,0,2,0,0,0,0,1,11,7,9,0,1,0,0,0,1,5,12,11,0,0,0,1,6,5,0,0,0,6,3,2,0,0,0,0,5,0,0,0,0,1,2,0,0,0,20,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,7,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,3,0,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,2,0,0,5,2,8,4,2,6,1,3,0,5,0,0,1,0,0,0,4,0,0,0,0
"66",0,0.25,0,2,1,11,0,0,2,0,1,0,3,0,0,3,0,0,0,0,0,3,0,2,0,1,6,0,0,3,0,2,0,0,0,1,0,0,0,1,3,0,4,0,0,3,2,0,0,1,2,4,0,0,0,5,0,0,5,0,1,2,7,0,3,3,0,0,0,1,2,0,0,0,0,5,0,19,0,1,0,5,0,0,6,7,11,6,0,2,0,0,0,1,25,20,10,0,1,0,3,6,4,0,0,0,1,3,3,0,0,0,0,6,0,0,0,0,2,1,0,0,0,15,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,1,5,9,2,6,4,7,3,2,0,0,0,0,2,0,5,0,0,0,0
"67",0.25,0.25,1,3,0,10,0,0,2,0,0,0,2,1,0,1,0,1,0,1,0,1,0,4,0,1,2,0,0,1,0,1,0,0,0,2,1,0,0,0,4,0,3,0,2,2,2,0,0,3,0,1,0,0,1,0,0,0,4,0,3,2,6,0,2,3,0,0,0,0,4,0,0,0,1,1,0,13,0,0,0,5,0,0,3,9,5,7,0,4,0,0,0,1,8,16,9,0,0,1,2,1,5,0,0,0,7,2,2,2,10,0,0,5,0,0,0,0,0,1,0,0,0,14,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,4,0,3,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,2,6,0,3,8,1,5,0,1,0,0,0,0,0,1,3,0,0,0,0
"68",0,0,0,3,0,9,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,1,2,0,1,3,0,0,0,0,0,0,4,0,4,0,6,0,0,8,0,0,1,4,0,0,0,0,1,0,5,0,0,4,1,0,0,10,0,0,1,11,0,3,2,1,0,0,0,5,0,0,0,1,9,0,3,0,0,0,5,0,0,1,4,8,4,0,3,0,0,0,4,4,15,8,0,1,1,7,16,3,0,0,0,1,4,2,1,0,0,0,4,0,0,0,3,1,0,0,1,0,15,1,0,1,10,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,3,2,4,7,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"69",1,0.25,1,5,0,12,0,0,5,2,0,1,2,0,0,6,0,2,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,3,0,3,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,2,3,6,0,2,1,1,0,0,0,4,0,0,0,6,5,0,24,1,0,0,0,0,0,1,7,8,7,0,4,0,0,0,0,15,26,14,0,1,0,4,3,1,0,1,2,15,3,0,0,13,0,0,3,0,0,0,1,1,0,0,2,0,23,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,4,5,6,2,4,3,9,2,5,0,0,0,0,0,0,3,0,0,1,0
"70",0,0.5,0,1,0,5,0,0,4,0,0,0,5,0,1,0,0,1,2,1,0,3,0,0,0,2,0,1,0,1,0,4,0,2,0,1,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,8,0,0,2,0,0,0,6,0,1,4,7,0,5,3,0,0,0,0,2,3,0,0,2,4,0,26,0,1,0,2,0,0,1,8,13,4,0,3,0,0,0,1,23,20,10,0,1,0,1,4,0,0,0,1,2,4,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,9,0,0,1,3,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,1,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,3,0,0,0,2,0,0,5,3,6,7,4,8,5,2,1,2,0,0,0,0,0,0,5,0,0,1,0
"71",0,0,0,1,0,6,0,0,3,1,0,0,1,0,0,3,0,0,2,0,0,3,0,0,0,2,6,0,0,0,0,4,0,4,0,3,0,0,0,1,6,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,1,8,0,2,5,1,1,0,0,7,0,0,0,4,3,0,16,0,1,1,3,0,0,5,5,3,8,0,2,0,0,0,1,22,13,12,0,0,1,2,6,0,0,0,1,5,4,3,0,2,0,0,4,0,0,0,0,2,0,0,1,0,10,2,0,2,6,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,3,5,3,6,3,5,1,0,0,0,0,0,4,0,1,0,0,0,0
"72",0,0,1,0,0,7,0,0,0,0,0,0,3,1,0,11,0,0,4,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,5,0,0,0,0,4,0,2,0,0,0,3,0,0,0,0,4,0,0,1,2,0,0,5,0,12,2,15,0,3,0,3,0,0,0,1,0,0,0,0,5,0,10,0,3,0,1,0,0,1,8,8,8,1,0,0,0,0,1,10,1,10,0,1,2,3,6,0,0,0,0,0,4,3,1,0,0,0,4,0,0,0,0,1,3,0,0,0,19,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,2,0,0,0,3,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,4,7,6,6,1,3,0,0,0,0,0,0,5,0,0,0,0
"73",1,0,0,3,0,3,0,0,7,0,1,0,3,0,2,4,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,6,0,0,0,2,1,0,1,2,2,0,2,2,0,1,5,0,0,5,0,1,0,1,0,0,0,0,4,0,3,3,4,0,1,1,0,0,0,0,4,0,0,0,13,8,0,23,0,1,0,2,0,0,0,8,9,10,0,0,0,0,1,1,24,22,11,0,1,1,10,3,3,0,1,3,4,4,2,0,1,0,0,2,0,0,0,0,0,1,0,1,0,13,1,0,3,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3,1,3,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,2,0,2,4,0,0,0,3,0,0,0,0,1,0,0,6,3,4,5,4,4,5,8,0,6,0,0,0,0,0,0,0,0,0,0,0
"74",0.25,0.5,0,1,0,6,0,0,6,1,2,0,1,0,0,2,0,0,0,2,0,3,0,3,0,1,3,1,0,0,0,3,0,3,0,2,1,0,0,0,1,0,0,0,1,5,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,2,0,3,3,0,0,0,0,4,6,0,0,0,6,0,18,0,1,0,4,0,0,1,4,11,5,0,2,0,0,2,1,23,17,10,0,5,3,1,6,2,0,0,0,5,3,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,14,1,0,5,5,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,3,2,0,1,3,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,3,8,10,3,6,4,1,2,2,0,0,0,0,2,0,3,0,0,1,0
"75",0,1,1,3,0,9,1,0,3,0,1,1,2,0,0,8,0,0,0,0,0,2,1,2,0,0,5,1,0,2,0,5,0,1,0,3,0,0,0,3,8,0,1,0,2,3,2,0,0,3,0,4,0,0,1,0,0,0,5,0,7,2,4,0,12,3,1,0,0,0,5,0,0,0,0,5,0,31,0,2,0,8,0,0,7,5,11,5,0,3,0,0,0,3,29,16,10,0,4,3,3,5,0,0,0,0,3,4,2,2,0,0,0,7,0,0,0,0,6,0,0,1,0,13,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,8,2,2,8,2,0,1,0,0,0,0,0,1,0,2,0,0,0,4,4,2,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,16,4,12,10,1,6,5,4,7,3,0,0,0,0,0,0,13,0,0,2,0
"76",1,0.25,0,2,0,0,0,0,4,0,3,0,3,0,0,1,0,0,0,3,0,1,0,0,0,0,2,0,0,2,0,4,0,4,0,2,0,0,0,2,2,0,2,1,1,1,3,0,0,3,1,1,0,1,0,1,0,0,3,0,2,0,13,0,4,6,1,0,0,0,6,1,0,0,4,4,0,21,1,2,0,8,0,0,4,5,10,11,0,3,0,0,0,2,19,19,13,0,3,1,4,7,1,0,0,2,3,7,2,0,0,0,0,4,0,0,0,0,2,1,0,0,0,11,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,2,2,0,3,3,1,2,0,0,0,0,0,0,0,4,1,1,0,1,1,2,2,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,3,4,6,3,4,6,6,4,6,4,0,0,0,0,0,0,5,0,0,0,0
"77",1,0.25,0,1,0,4,0,0,4,1,3,0,2,0,0,8,0,1,0,0,0,1,0,1,0,0,5,1,0,1,0,3,0,3,0,1,0,0,2,1,3,0,1,0,1,0,2,0,0,4,0,3,0,1,0,0,0,0,4,0,1,4,5,0,2,2,0,0,0,0,0,4,0,0,7,7,0,24,1,0,0,0,0,0,1,2,10,7,0,2,0,0,1,1,18,24,19,0,1,1,4,4,1,0,5,1,1,5,4,1,2,0,0,0,0,0,0,0,2,1,0,1,0,10,3,0,1,8,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,1,0,3,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3,0,1,0,0,0,4,0,0,2,2,2,0,0,0,0,0,5,0,1,6,0,0,0,3,0,0,0,0,1,0,0,4,5,8,5,4,6,6,4,1,0,0,0,0,0,0,0,2,0,0,1,0
"78",0.25,0,2,0,0,5,0,0,5,3,0,0,0,0,0,7,0,0,1,0,0,4,0,2,0,2,5,0,0,0,0,3,0,2,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,5,0,1,1,8,0,4,3,0,0,0,0,7,0,0,0,7,3,0,19,0,0,0,0,0,0,2,4,6,5,0,2,0,0,0,0,29,15,16,0,3,0,2,1,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,13,2,0,4,8,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",0.25,0.25,0,2,0,5,0,0,0,0,0,0,2,0,2,2,0,1,0,2,0,2,1,3,0,2,0,0,0,2,0,1,0,1,0,1,1,0,0,0,3,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,1,2,0,4,4,0,0,0,0,4,0,0,0,0,2,0,26,0,1,0,2,0,1,2,3,8,7,0,2,0,0,0,2,11,14,10,0,1,0,3,4,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,8,0,0,1,2,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,1,2,3,0,3,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,6,6,3,6,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0
"80",0.5,1,0,0,0,3,0,0,1,0,0,0,5,0,0,0,0,1,0,1,0,1,0,2,0,1,3,0,0,0,0,4,0,2,0,2,0,0,1,1,3,0,3,0,4,0,0,0,0,5,2,3,2,0,0,1,0,0,4,0,1,0,4,0,4,1,0,0,0,0,3,0,0,0,0,4,0,23,0,0,1,8,0,1,5,5,13,7,0,2,0,0,0,3,25,14,11,0,4,2,6,12,3,0,0,0,12,5,6,2,3,0,0,0,0,0,0,1,5,0,0,0,0,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,12,2,2,7,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,4,0,0,1,3,5,2,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,10,8,2,8,6,5,6,4,0,0,0,0,0,2,11,0,0,1,0
"81",0,1,0,0,0,9,0,0,1,0,4,0,0,0,3,0,0,0,0,1,0,0,0,6,0,3,4,1,0,0,0,6,0,0,0,3,0,0,0,2,3,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,1,2,9,0,2,0,1,0,0,0,7,0,0,0,0,3,0,8,0,0,0,4,0,0,6,7,4,7,0,1,0,0,0,11,7,12,9,0,3,0,5,12,2,0,0,0,9,6,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,0,0,2,5,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,13,5,4,3,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,1,1,0,2,0,0,0,0,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,1,5,3,2,5,2,6,1,0,0,0,0,0,0,0,5,0,0,0,0
"82",1,1,1,5,0,10,0,0,3,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,3,0,1,0,3,2,0,1,2,6,0,1,1,0,0,0,0,0,7,0,2,0,0,0,0,0,0,10,0,0,3,4,0,2,4,0,0,0,0,1,1,0,0,0,4,0,23,0,0,0,3,0,0,4,8,10,5,0,3,0,0,0,0,27,26,15,0,4,0,4,4,1,0,3,1,4,6,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,2,1,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,2,9,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,10,4,8,7,6,5,4,11,3,3,0,0,0,0,0,0,5,0,0,0,0
"83",0.5,1,0,2,0,3,0,0,2,2,0,0,2,0,0,1,0,1,0,1,0,2,0,2,0,1,3,0,0,2,0,4,0,9,0,5,0,0,0,0,4,0,2,0,2,0,5,0,0,5,5,4,0,0,0,1,0,0,8,0,6,3,7,0,3,2,1,0,0,0,8,0,1,0,0,5,0,27,0,0,0,10,0,0,5,5,13,8,0,2,0,0,0,0,28,16,4,0,3,1,2,7,2,0,2,1,2,4,2,0,8,0,0,0,0,0,0,0,4,0,0,0,0,10,1,0,3,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,1,3,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,1,5,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6,2,10,12,3,5,4,4,2,3,0,0,0,0,0,0,6,0,0,0,0
